EmployeeKey,EmployeeNumber,DepartmentKey,JobRoleKey,EducationFieldKey,BusinessTravelKey,GenderKey,MaritalStatusKey,Age,DistanceFromHome,JobLevel,JobInvolvement,OverTime,NumCompaniesWorked,StockOptionLevel,DailyRate,HourlyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,PerformanceRating,WorkLifeBalance,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Education,EducationLevel,AgeGroup,SalaryBand,TensureGroup,Job Satisfaction Level
240,331,2,3,2,3,2,3,32,1,1,2,Yes,0,0,515,62,9571,3730,14,4,3,4,3,1,4,2,3,2,1,2,Yes,3,Bachelor,26-35,Meduim Salary,Early Career,High
241,332,2,3,4,3,1,1,39,1,1,3,No,7,3,1431,96,15417,2232,14,3,3,3,3,3,7,1,3,2,1,2,No,4,Master,36-45,Low Salary,Early Career,High
256,350,2,5,2,3,1,2,25,1,2,3,No,0,2,685,62,7505,4898,12,1,3,4,3,3,5,3,4,2,1,2,No,3,Bachelor,18-25,Meduim Salary,Early Career,High
291,396,2,6,2,2,1,3,49,10,5,3,Yes,9,0,636,35,25594,18665,11,3,1,4,3,3,22,4,3,2,1,2,No,4,Master,46-55,Very High Salary,Early Career,Low
295,403,2,7,4,2,2,2,37,9,1,3,Yes,1,3,889,53,11411,2326,12,2,4,3,3,2,4,3,4,2,1,2,No,3,Bachelor,36-45,Low Salary,Early Career,Very High
300,408,2,5,4,3,2,1,51,2,2,1,No,5,1,1302,84,16321,5482,18,4,2,4,3,3,13,3,4,1,1,2,No,3,Bachelor,46-55,Meduim Salary,Early Career,Medium
309,422,2,1,2,1,2,1,58,1,2,1,Yes,2,1,390,32,17056,5660,13,4,3,4,3,3,12,2,5,3,1,2,No,4,Master,56+,Meduim Salary,Early Career,High
319,434,2,7,2,3,1,3,27,5,1,3,Yes,1,0,1220,85,20938,2478,12,3,2,2,3,2,4,2,4,3,1,2,No,3,Bachelor,26-35,Low Salary,Early Career,Medium
347,466,2,5,4,3,2,3,41,6,2,2,Yes,6,0,483,95,10110,6032,15,4,2,4,3,3,8,3,5,4,1,2,No,3,Bachelor,36-45,Meduim Salary,Early Career,Medium
358,478,3,9,6,2,1,3,21,1,1,2,Yes,1,0,756,99,9150,2174,11,1,2,3,3,3,3,3,3,2,1,2,Yes,1,Below College,18-25,Low Salary,Early Career,Medium
361,482,2,1,4,3,2,2,57,1,2,3,No,2,0,593,88,2967,6755,11,4,3,3,3,3,15,2,3,2,1,2,No,4,Master,56+,Meduim Salary,Early Career,High
372,495,2,7,2,3,2,3,29,23,1,3,No,9,0,1283,54,18168,2201,16,4,4,4,3,3,6,4,3,2,1,2,No,3,Bachelor,26-35,Low Salary,Early Career,Very High
380,505,2,4,2,3,1,3,55,2,4,3,Yes,2,0,1311,97,23258,16659,13,3,4,3,3,3,30,2,5,4,1,2,No,3,Bachelor,46-55,Very High Salary,Early Career,Very High
389,517,2,3,2,3,1,1,42,1,1,3,No,3,1,201,95,20490,2576,16,2,1,2,3,3,8,5,5,2,1,2,No,4,Master,36-45,Low Salary,Early Career,Low
393,522,2,6,4,3,2,2,54,5,5,3,No,4,1,821,86,8509,19406,11,1,1,3,3,2,24,4,4,2,1,2,No,2,College,46-55,Very High Salary,Early Career,Low
394,523,3,8,3,1,1,2,34,4,2,3,No,9,1,1381,72,12740,6538,15,3,3,1,3,3,6,3,3,2,1,2,No,4,Master,26-35,Meduim Salary,Early Career,High
434,580,3,8,3,3,1,2,46,10,3,2,Yes,2,1,1125,94,11563,9071,19,3,4,3,3,3,15,3,3,2,1,2,No,3,Bachelor,46-55,High Salary,Early Career,Very High
438,585,3,9,3,3,2,3,30,7,1,3,No,0,0,413,57,18398,2983,14,4,2,1,3,3,4,3,3,2,1,2,No,1,Below College,26-35,Low Salary,Early Career,Medium
455,611,2,5,6,3,2,1,29,19,2,3,No,4,2,232,34,22645,4262,12,4,4,2,3,4,8,2,3,2,1,2,No,3,Bachelor,26-35,Meduim Salary,Early Career,Very High
470,631,3,8,5,1,2,2,32,11,2,4,No,8,0,1474,60,23914,4707,12,4,3,4,3,3,6,2,4,2,1,2,Yes,4,Master,26-35,Meduim Salary,Early Career,High
483,650,3,8,4,3,2,1,31,13,2,3,No,2,0,1365,46,11512,4233,17,2,1,3,3,1,9,2,3,1,1,2,Yes,4,Master,26-35,Meduim Salary,Early Career,Low
497,669,3,9,6,3,2,3,21,22,1,3,No,1,0,1343,49,24444,3447,11,3,3,3,3,3,3,2,3,2,1,2,No,1,Below College,18-25,Meduim Salary,Early Career,High
500,677,3,8,3,3,2,1,33,8,2,3,No,0,0,1216,39,20431,7104,12,3,3,4,3,3,6,3,5,0,1,2,No,4,Master,26-35,High Salary,Early Career,High
571,791,2,7,4,1,2,2,52,19,1,3,No,0,1,715,41,26589,4258,18,4,4,1,3,3,5,3,4,3,1,2,No,4,Master,46-55,Meduim Salary,Early Career,Very High
574,796,3,8,6,3,2,3,26,8,2,2,No,6,0,1146,38,3064,5326,17,4,1,3,3,2,6,2,4,3,1,2,Yes,3,Bachelor,26-35,Meduim Salary,Early Career,Low
584,808,3,8,2,3,1,2,34,8,2,3,No,5,1,1111,93,13305,6500,17,3,1,2,3,3,6,1,3,2,1,2,No,2,College,26-35,Meduim Salary,Early Career,Low
606,837,2,1,2,2,2,1,38,12,2,2,No,2,1,471,45,4284,6288,15,1,1,3,3,2,13,3,4,3,1,2,No,3,Bachelor,36-45,Meduim Salary,Early Career,Low
666,925,3,9,2,3,1,3,47,2,1,2,Yes,1,0,1454,65,13137,3294,18,4,4,1,3,2,3,3,3,2,1,2,No,4,Master,46-55,Meduim Salary,Early Career,Very High
733,1017,2,3,4,2,1,3,30,5,1,3,No,0,0,109,60,25725,2422,17,2,2,1,3,3,4,3,3,2,1,2,Yes,3,Bachelor,26-35,Low Salary,Early Career,Medium
763,1053,2,7,2,2,2,2,26,2,1,3,Yes,6,1,342,57,15346,2042,14,1,1,2,3,3,6,2,3,2,1,2,Yes,3,Bachelor,26-35,Low Salary,Early Career,Low
787,1094,2,3,2,1,2,2,27,8,1,1,No,1,3,1277,87,5869,4621,19,1,3,4,3,3,3,4,3,2,1,2,No,5,Doctor,26-35,Meduim Salary,Early Career,High
788,1096,2,5,2,2,2,2,55,2,3,3,No,3,1,1091,65,15813,10976,18,4,2,2,3,3,23,4,3,2,1,2,No,1,Below College,46-55,High Salary,Early Career,Medium
791,1099,2,1,2,3,2,1,33,5,3,2,No,4,1,654,34,21214,7119,15,4,4,3,3,3,9,2,3,2,1,2,No,3,Bachelor,26-35,High Salary,Early Career,Very High
894,1249,2,7,2,3,1,1,29,1,1,3,No,1,3,1010,97,5598,3760,15,1,4,1,3,3,3,5,3,2,1,2,No,3,Bachelor,26-35,Meduim Salary,Early Career,Very High
934,1301,2,7,6,3,2,3,28,1,1,3,No,2,0,640,84,4732,2080,11,4,1,2,3,2,5,2,3,2,1,2,No,3,Bachelor,26-35,Low Salary,Early Career,Low
946,1317,2,6,2,3,1,2,50,28,4,3,Yes,4,0,1322,43,22422,16880,11,4,1,2,3,3,25,2,3,2,1,2,No,3,Bachelor,46-55,Very High Salary,Early Career,Low
954,1333,2,3,2,3,2,2,44,3,1,3,No,4,0,935,89,14669,2362,12,1,1,3,3,4,10,4,3,2,1,2,Yes,3,Bachelor,36-45,Low Salary,Early Career,Low
966,1358,2,3,4,3,2,2,25,19,1,3,No,3,3,882,67,9075,3669,11,4,4,3,3,2,7,6,3,2,1,2,No,1,Below College,18-25,Meduim Salary,Early Career,Very High
991,1395,3,8,2,2,2,2,33,5,2,3,No,6,0,1111,61,19293,9998,13,2,4,1,3,4,8,2,5,4,1,2,No,1,Below College,26-35,High Salary,Early Career,Very High
992,1396,3,8,3,3,2,2,32,2,2,3,Yes,0,3,499,36,20497,4078,13,3,2,1,3,2,4,3,3,2,1,2,No,1,Below College,26-35,Meduim Salary,Early Career,Medium
994,1399,3,8,2,3,2,2,25,18,2,4,No,2,0,1372,93,12477,6232,11,1,3,2,3,2,6,3,3,2,1,2,No,1,Below College,18-25,Meduim Salary,Early Career,High
1038,1465,2,5,6,3,2,2,45,29,3,3,Yes,4,2,1448,55,14720,9380,18,2,4,4,3,4,10,4,3,1,1,2,No,3,Bachelor,36-45,High Salary,Early Career,Very High
1045,1473,2,1,6,3,2,2,49,5,2,3,No,2,1,1495,96,21534,6651,14,1,3,2,3,2,20,0,3,2,1,2,No,4,Master,46-55,Meduim Salary,Early Career,High
1046,1474,2,7,4,3,2,1,40,2,1,3,No,2,1,896,68,8045,2345,14,3,3,3,3,4,8,3,3,1,1,2,No,3,Bachelor,36-45,Low Salary,Early Career,High
1057,1486,3,9,6,2,2,2,28,1,1,3,No,3,1,1496,92,15747,2909,15,1,3,4,3,4,5,3,3,2,1,2,Yes,3,Bachelor,26-35,Low Salary,Early Career,High
1066,1501,2,1,2,3,2,2,55,4,2,3,Yes,0,0,1229,30,16143,4035,16,4,3,2,3,3,4,2,3,2,1,2,No,4,Master,46-55,Meduim Salary,Early Career,High
1068,1503,3,8,4,3,1,2,47,14,2,3,Yes,3,1,571,78,24200,4591,17,3,3,3,3,2,11,4,5,4,1,2,No,3,Bachelor,46-55,Meduim Salary,Early Career,High
1083,1533,2,3,2,3,2,3,23,20,2,3,No,0,0,507,97,24812,2272,14,1,3,2,3,3,5,2,4,3,1,2,No,1,Below College,18-25,Low Salary,Early Career,High
1109,1564,2,3,4,3,2,3,35,1,1,2,No,1,0,992,68,21731,2450,19,4,1,2,3,3,3,3,3,0,1,2,No,3,Bachelor,26-35,Low Salary,Early Career,Low
1121,1583,3,8,2,3,1,3,38,16,2,3,No,2,0,437,90,16379,4198,12,2,2,2,3,4,8,5,3,2,1,2,No,3,Bachelor,36-45,Meduim Salary,Early Career,Medium
1133,1598,3,8,2,3,1,2,40,14,2,3,No,1,1,118,84,11262,4639,15,4,1,3,3,3,5,2,5,4,1,2,No,2,College,36-45,Meduim Salary,Early Career,Low
1171,1648,2,7,4,2,2,3,27,2,1,3,No,2,0,591,87,6297,2580,13,4,4,3,3,2,6,0,4,2,1,2,No,3,Bachelor,26-35,Low Salary,Early Career,Very High
1177,1655,2,6,5,3,1,2,49,22,4,3,No,3,2,301,72,3498,16413,16,1,2,2,3,3,27,2,4,2,1,2,No,4,Master,46-55,Very High Salary,Early Career,Medium
1183,1662,2,5,4,1,1,2,36,1,2,2,No,0,0,894,33,15411,4374,15,4,3,3,3,3,4,6,3,2,1,2,No,4,Master,36-45,Meduim Salary,Early Career,High
1195,1676,3,4,2,3,1,1,47,2,4,4,No,6,3,1225,47,21086,15972,14,2,2,3,3,3,29,2,3,2,1,2,No,4,Master,46-55,Very High Salary,Early Career,Medium
1202,1684,2,3,4,3,2,3,23,8,1,2,Yes,1,0,1320,93,20586,3989,11,4,3,1,3,3,5,2,5,4,1,2,Yes,1,Below College,18-25,Meduim Salary,Early Career,High
1204,1689,2,1,4,3,2,2,53,24,3,4,No,3,0,1395,48,3458,7005,15,2,4,3,3,3,11,2,4,3,1,2,No,4,Master,46-55,High Salary,Early Career,Very High
1208,1694,2,7,6,3,2,1,55,22,1,2,No,5,1,1441,94,23737,3537,12,1,2,4,3,3,8,1,4,2,1,2,No,3,Bachelor,46-55,Meduim Salary,Early Career,Medium
1220,1709,2,3,4,3,1,2,29,9,1,3,No,9,1,1082,43,25412,2974,17,4,3,3,3,3,9,2,5,3,1,2,No,4,Master,26-35,Low Salary,Early Career,High
1229,1722,1,2,1,1,2,2,41,4,2,1,No,6,1,552,60,20794,6430,19,3,2,2,3,3,10,4,3,2,1,2,No,3,Bachelor,36-45,Meduim Salary,Early Career,Medium
1239,1735,2,3,4,3,1,3,23,4,1,3,No,1,0,160,51,12862,3295,13,3,2,3,3,1,3,3,3,2,1,2,No,1,Below College,18-25,Meduim Salary,Early Career,Medium
1247,1747,1,2,1,2,1,1,30,8,1,2,No,6,1,600,66,9732,2180,11,3,4,3,3,2,6,0,4,2,1,2,Yes,3,Bachelor,26-35,Low Salary,Early Career,Very High
1253,1755,2,7,4,3,2,2,34,2,1,4,Yes,0,3,181,97,5586,2932,14,4,4,1,3,3,6,3,5,0,1,2,No,4,Master,26-35,Low Salary,Early Career,Very High
1294,1813,2,7,2,1,2,3,43,9,1,3,No,4,0,343,52,24978,2438,13,1,3,3,3,2,7,2,3,2,1,2,No,3,Bachelor,36-45,Low Salary,Early Career,High
1295,1814,2,1,2,3,2,3,41,5,2,4,No,3,0,447,85,15530,6870,12,2,2,1,3,1,11,3,3,2,1,2,No,3,Bachelor,36-45,Meduim Salary,Early Career,Medium
1310,1836,3,8,4,3,2,3,26,10,2,3,No,1,0,572,46,9125,4684,13,3,4,1,3,3,5,4,5,3,1,2,No,3,Bachelor,26-35,Meduim Salary,Early Career,Very High
1344,1883,2,3,2,3,2,3,29,7,1,3,No,3,0,592,59,19384,2062,14,4,1,2,3,3,11,2,3,2,1,2,No,3,Bachelor,26-35,Low Salary,Early Career,Low
1367,1929,3,8,2,1,1,2,39,21,2,1,No,6,1,1251,32,3987,5736,19,1,3,3,3,3,10,1,3,2,1,2,No,4,Master,36-45,Meduim Salary,Early Career,High
1368,1931,2,7,6,3,2,2,27,2,1,3,No,1,1,1354,41,6073,2226,11,2,2,3,3,2,6,3,5,3,1,2,No,4,Master,26-35,Low Salary,Early Career,Medium
1389,1955,2,1,4,1,1,1,32,15,2,3,No,5,1,1146,34,16542,6667,18,3,4,2,3,3,9,6,5,1,1,2,No,4,Master,26-35,Meduim Salary,Early Career,Very High
1408,1981,2,1,2,3,2,3,24,1,2,2,No,1,0,771,45,14120,4617,12,2,3,2,3,2,4,2,4,3,1,2,No,2,College,18-25,Meduim Salary,Early Career,High
1420,1998,2,7,2,3,2,1,42,18,2,3,Yes,6,1,557,35,11189,5410,17,4,1,3,3,2,9,3,4,3,1,2,No,4,Master,36-45,Meduim Salary,Early Career,Low
1424,2007,2,7,2,3,2,3,22,1,1,3,No,0,0,581,63,17624,3375,12,4,3,4,3,4,4,2,3,2,1,2,No,2,College,18-25,Meduim Salary,Early Career,High
1436,2020,2,7,4,3,2,3,44,1,1,3,Yes,6,0,1037,42,13422,2436,12,2,4,3,3,3,6,2,4,3,1,2,No,3,Bachelor,36-45,Low Salary,Early Career,Very High
1450,2038,2,7,6,3,2,3,32,2,1,3,No,1,0,529,78,11288,2439,14,4,1,4,3,3,4,4,4,2,1,2,No,3,Bachelor,26-35,Low Salary,Early Career,Low
1470,2068,2,3,4,3,2,2,34,8,2,4,No,2,0,628,82,10228,4404,12,2,3,1,3,4,6,3,4,3,1,2,No,3,Bachelor,26-35,Meduim Salary,Early Career,High
47,60,3,8,3,1,2,3,34,23,2,3,No,0,0,1065,72,10034,4568,20,2,3,3,4,3,10,2,9,5,8,7,No,4,Master,26-35,Meduim Salary,Experienced,High
54,70,2,1,4,1,2,2,35,11,3,2,Yes,2,1,1097,79,8302,9884,13,3,1,3,3,3,10,3,4,0,2,3,No,2,College,26-35,High Salary,Early Career,Low
106,140,1,4,1,1,1,2,59,2,5,2,No,9,1,1420,32,21922,18844,21,3,4,4,4,3,30,3,3,2,2,2,No,4,Master,56+,Very High Salary,Early Career,Very High
113,148,1,4,1,1,1,3,54,26,4,4,Yes,2,0,142,30,13871,17328,12,4,4,3,3,3,23,3,5,3,4,4,No,3,Bachelor,46-55,Very High Salary,Early Career,Very High
162,218,2,7,4,1,2,1,27,9,1,3,No,6,1,691,57,5970,2024,18,4,2,4,3,1,6,1,2,2,2,2,No,3,Bachelor,26-35,Low Salary,New Employee,Medium
194,262,2,7,4,1,2,1,43,7,1,4,No,4,3,1344,37,5228,2089,14,4,4,4,3,4,7,3,5,4,2,2,No,3,Bachelor,36-45,Low Salary,Early Career,Very High
195,264,2,4,4,1,2,2,45,2,4,2,No,9,1,1195,65,20462,16792,23,1,4,4,4,3,22,1,20,8,11,8,No,2,College,36-45,Very High Salary,Long-Term,Very High
219,302,3,8,4,1,1,3,45,6,3,2,No,6,0,1052,57,16840,8865,12,4,4,4,3,3,23,2,19,7,12,8,No,3,Bachelor,36-45,High Salary,Long-Term,Very High
242,333,3,8,3,1,2,2,32,26,2,3,No,0,0,976,100,12069,4465,18,3,4,1,3,3,4,2,3,2,2,2,No,4,Master,26-35,Meduim Salary,Early Career,Very High
262,361,3,8,2,1,2,2,38,2,2,2,No,3,1,1327,39,19682,5249,18,4,4,4,3,3,13,0,8,7,7,5,No,2,College,36-45,Meduim Salary,Experienced,Very High
355,475,3,8,6,1,1,2,30,25,2,3,Yes,7,1,641,85,6069,4736,12,4,3,2,3,4,4,2,2,2,2,2,No,2,College,26-35,Meduim Salary,New Employee,High
399,529,2,7,4,1,1,2,37,25,2,3,Yes,3,2,1063,72,23866,4449,15,2,3,1,3,3,15,2,13,11,10,7,No,5,Doctor,36-45,Meduim Salary,Long-Term,High
424,567,3,8,5,1,1,2,30,22,3,3,No,0,0,1398,69,2890,8412,11,3,1,3,3,3,10,3,9,8,7,8,No,4,Master,26-35,High Salary,Experienced,Low
427,571,2,3,4,1,1,3,30,2,1,3,No,0,0,1116,49,7181,2564,14,3,4,3,3,2,12,2,11,7,6,7,No,3,Bachelor,26-35,Low Salary,Long-Term,Very High
641,888,2,3,2,1,2,2,24,4,1,2,No,0,0,1269,46,10778,3162,17,1,4,4,3,2,6,2,5,2,3,4,No,1,Below College,18-25,Meduim Salary,Early Career,Very High
749,1037,3,8,4,1,2,3,26,29,2,1,No,8,0,265,79,21813,4969,18,2,1,4,3,3,7,6,2,2,2,2,Yes,2,College,26-35,Meduim Salary,New Employee,Low
755,1044,3,9,2,1,1,3,33,8,1,2,No,0,0,1038,88,21437,2342,19,2,4,4,3,2,3,2,2,2,2,2,No,1,Below College,26-35,Low Salary,New Employee,Very High
757,1046,2,3,4,1,1,3,32,29,1,3,No,9,0,1109,69,11135,4025,12,4,3,2,3,3,10,2,8,7,7,7,No,4,Master,26-35,Meduim Salary,Experienced,High
775,1074,2,4,4,1,2,3,55,2,4,2,No,7,0,444,40,17323,16756,15,3,1,2,3,4,31,3,9,7,6,2,No,1,Below College,46-55,Very High Salary,Experienced,Low
805,1116,2,4,4,1,2,3,48,1,4,4,No,2,0,1262,35,16154,16885,22,1,4,3,4,2,27,3,5,4,2,1,No,4,Master,46-55,Very High Salary,Early Career,Very High
889,1243,3,8,3,1,1,2,35,8,3,2,Yes,4,1,1212,78,13755,10377,11,3,4,2,3,2,16,6,13,2,4,12,No,2,College,26-35,High Salary,Long-Term,Very High
945,1315,2,3,2,1,1,2,28,1,2,1,No,0,3,1476,55,16392,6674,11,3,4,1,3,3,10,6,9,8,7,5,No,3,Bachelor,26-35,Meduim Salary,Experienced,Very High
955,1334,2,4,2,1,2,2,42,2,4,3,Yes,0,0,495,37,26582,17861,13,3,3,4,3,2,21,3,20,8,2,10,No,1,Below College,36-45,Very High Salary,Long-Term,High
1041,1468,2,6,4,1,2,1,40,8,3,2,No,2,1,218,55,25178,13757,11,4,2,3,3,3,16,5,9,8,4,8,No,1,Below College,36-45,High Salary,Experienced,Medium
1099,1552,2,1,2,1,2,1,40,8,2,3,Yes,3,0,1142,72,8841,4069,18,4,4,3,3,3,8,2,2,2,2,2,No,2,College,36-45,Meduim Salary,New Employee,Very High
1222,1712,2,1,2,1,2,2,45,1,3,2,No,3,1,1238,74,3395,10748,23,3,3,4,4,2,25,3,23,15,14,4,No,1,Below College,36-45,High Salary,Long-Term,High
1286,1801,3,8,2,1,2,3,46,26,2,2,No,8,0,849,98,25166,7991,15,2,2,3,3,3,6,3,2,2,2,2,No,2,College,46-55,High Salary,New Employee,Medium
1290,1805,1,2,1,1,2,1,38,2,1,3,No,5,3,1336,100,7129,2592,13,1,2,4,3,3,13,3,11,10,3,8,No,3,Bachelor,36-45,Low Salary,Long-Term,Medium
1302,1824,3,4,4,1,2,1,58,2,4,3,No,4,1,350,52,22577,16291,22,2,2,4,4,2,37,0,16,9,14,14,No,3,Bachelor,56+,Very High Salary,Long-Term,Medium
1315,1845,3,8,2,1,1,2,45,2,2,3,No,4,2,589,67,19665,5154,22,3,3,2,4,4,10,3,8,7,5,7,No,4,Master,36-45,Meduim Salary,Experienced,High
1321,1854,2,7,6,1,2,2,42,10,1,3,No,3,2,355,38,6161,2936,22,3,3,2,4,2,10,1,6,3,3,3,No,4,Master,36-45,Low Salary,Experienced,High
1406,1979,2,6,4,1,1,2,31,10,3,3,No,4,1,697,40,26862,11031,20,3,3,3,4,4,13,2,11,7,4,8,No,3,Bachelor,26-35,High Salary,Long-Term,High
1422,2000,2,6,4,1,1,2,47,1,3,3,No,0,2,1162,98,17231,11957,18,3,2,1,3,1,14,3,13,8,5,12,No,1,Below College,46-55,High Salary,Long-Term,Medium
6,8,2,3,2,2,2,3,32,2,1,3,No,0,0,1005,79,11864,3068,13,4,4,3,3,2,8,2,7,7,3,6,No,2,College,26-35,Meduim Salary,Experienced,Very High
94,124,2,1,4,2,2,2,46,1,3,2,Yes,2,1,638,40,3142,10673,13,3,1,3,3,2,21,5,10,9,9,5,No,3,Bachelor,46-55,High Salary,Experienced,Low
111,145,2,1,4,2,1,3,51,1,3,2,No,3,0,1456,30,25796,7484,20,1,1,3,4,2,23,1,13,12,12,8,No,4,Master,46-55,High Salary,Long-Term,Low
118,154,3,8,6,2,1,2,36,11,3,3,No,0,1,1467,92,22952,9738,14,2,4,3,3,3,10,6,9,7,2,8,No,2,College,36-45,High Salary,Experienced,Very High
132,174,3,8,3,2,1,3,50,12,3,3,No,4,0,809,77,6645,9208,11,3,4,4,3,3,16,3,2,2,2,1,No,3,Bachelor,46-55,High Salary,New Employee,Very High
148,199,2,4,2,2,2,1,41,10,4,2,No,4,1,857,91,12888,17181,13,4,1,2,3,2,21,2,7,6,7,7,No,3,Bachelor,36-45,Very High Salary,Experienced,Low
173,238,2,3,4,2,2,3,36,3,1,3,No,4,0,1480,30,15062,2088,12,4,2,3,3,2,13,3,8,7,7,2,No,2,College,36-45,Low Salary,Experienced,Medium
201,274,2,5,6,2,2,2,27,1,2,2,No,5,1,472,60,9679,4298,19,3,1,3,3,3,6,1,2,2,2,0,No,1,Below College,26-35,Meduim Salary,New Employee,Low
227,311,3,9,3,2,2,1,37,4,1,3,No,4,1,319,41,2539,2793,17,1,4,3,3,3,13,2,9,8,5,8,No,4,Master,36-45,Low Salary,Experienced,Very High
246,337,2,6,4,2,2,1,31,3,3,3,No,9,1,1327,73,13523,13675,12,2,3,1,3,3,9,3,2,2,2,2,No,4,Master,26-35,High Salary,New Employee,High
252,343,2,1,6,2,1,3,39,2,3,3,No,0,0,505,64,6420,10938,25,3,3,4,4,3,20,1,19,6,11,8,No,4,Master,36-45,High Salary,Long-Term,High
296,404,3,8,3,2,1,2,42,26,4,3,No,5,1,555,77,14864,13525,14,3,2,4,3,4,23,2,20,4,4,8,No,3,Bachelor,36-45,High Salary,Long-Term,Medium
314,428,2,4,2,2,1,2,33,5,3,3,No,6,2,553,74,23364,11878,11,4,2,2,3,3,12,2,10,6,8,8,No,4,Master,26-35,High Salary,Experienced,Medium
402,532,3,8,2,2,1,2,56,6,4,4,No,9,3,906,86,18256,13212,11,3,1,4,3,2,36,0,7,7,7,7,No,3,Bachelor,56+,High Salary,Experienced,Low
428,573,3,8,3,2,1,2,60,28,3,2,No,4,0,1499,80,2845,10266,19,3,1,4,3,4,22,5,18,13,13,11,No,3,Bachelor,56+,High Salary,Long-Term,Low
442,591,2,3,5,2,2,2,42,5,1,3,No,4,1,1474,97,9260,2093,17,2,3,4,3,3,8,4,2,2,2,0,No,2,College,36-45,Low Salary,New Employee,High
471,632,3,9,4,2,2,2,24,24,1,3,No,0,2,535,38,5530,2400,13,4,4,3,3,3,3,3,2,2,2,1,No,3,Bachelor,18-25,Low Salary,New Employee,Very High
492,663,2,3,4,2,2,1,43,9,2,3,Yes,3,1,1001,72,19627,5679,13,4,3,2,3,3,10,3,8,7,4,7,No,5,Doctor,36-45,Meduim Salary,Experienced,High
510,692,2,1,2,2,2,1,33,6,2,3,No,3,1,1296,30,5335,7725,23,3,4,3,4,1,15,2,13,11,4,7,No,3,Bachelor,26-35,High Salary,Long-Term,Very High
545,746,3,8,4,2,1,1,47,3,4,3,Yes,9,2,217,49,10225,13770,12,4,3,4,3,2,28,2,22,2,11,13,No,3,Bachelor,46-55,High Salary,Long-Term,High
548,752,2,7,4,2,2,1,42,19,1,4,Yes,6,0,933,57,20366,2759,12,3,3,4,3,3,7,2,2,2,2,2,Yes,3,Bachelor,36-45,Low Salary,New Employee,High
549,754,3,8,2,2,2,2,43,15,2,2,No,3,1,775,47,23683,6804,18,4,4,3,3,3,7,5,2,2,2,2,No,3,Bachelor,36-45,Meduim Salary,New Employee,Very High
572,792,2,3,2,2,1,1,26,1,1,1,No,3,1,575,71,5288,4364,14,1,4,1,3,3,5,2,2,2,2,0,No,2,College,26-35,Meduim Salary,New Employee,Very High
579,803,2,5,2,2,1,3,38,2,2,4,Yes,6,0,240,75,26085,5980,12,1,1,4,3,3,17,2,15,7,4,12,No,4,Master,36-45,Meduim Salary,Long-Term,Low
633,875,2,7,4,2,2,3,42,2,1,3,Yes,5,0,1271,35,9068,2515,14,2,4,4,3,3,8,2,2,1,2,2,No,1,Below College,36-45,Low Salary,New Employee,Very High
651,902,2,1,2,2,1,2,43,1,2,3,No,4,1,422,33,21782,5562,13,4,4,2,3,2,12,2,5,2,2,2,No,3,Bachelor,36-45,Meduim Salary,Early Career,Very High
746,1034,2,1,4,2,2,2,55,18,2,3,Yes,3,2,135,62,12992,6385,14,3,2,4,3,3,17,3,8,7,6,7,No,4,Master,46-55,Meduim Salary,Experienced,Medium
761,1050,3,8,3,2,1,2,53,2,3,2,No,2,1,124,38,23537,7525,12,3,2,1,3,3,30,2,15,7,6,12,No,3,Bachelor,46-55,High Salary,Long-Term,Medium
766,1060,2,7,5,2,2,2,38,3,1,3,No,3,1,1186,44,2997,2821,16,3,3,1,3,3,8,2,2,2,2,2,No,4,Master,36-45,Low Salary,New Employee,High
814,1127,2,1,2,2,2,1,39,2,4,3,No,7,3,203,84,13547,12169,11,1,4,4,3,3,21,4,18,7,11,5,Yes,3,Bachelor,36-45,High Salary,Long-Term,Very High
819,1135,3,9,2,2,2,2,31,20,1,4,No,0,1,793,67,21981,2791,12,3,4,1,3,3,3,4,2,2,2,2,No,3,Bachelor,26-35,Low Salary,New Employee,Very High
838,1166,2,6,4,2,1,3,40,9,3,3,No,9,0,593,88,13782,13499,17,2,3,3,3,2,20,3,18,7,2,13,No,4,Master,36-45,High Salary,Long-Term,High
839,1167,3,8,2,2,2,3,42,12,4,3,Yes,0,0,481,44,2447,13758,12,3,1,2,3,2,22,2,21,9,13,14,Yes,3,Bachelor,36-45,High Salary,Long-Term,Low
848,1184,2,1,4,2,2,3,34,1,2,2,No,0,0,669,97,25755,5343,20,4,1,3,4,3,14,3,13,9,4,9,No,3,Bachelor,26-35,Meduim Salary,Long-Term,Low
868,1215,2,4,4,2,1,2,50,2,4,3,No,2,1,1421,30,9490,17856,22,4,1,3,4,3,32,3,2,2,2,2,No,3,Bachelor,46-55,Very High Salary,New Employee,Low
919,1282,3,4,2,2,2,1,51,9,5,3,Yes,4,1,237,83,19196,19847,24,4,2,1,4,2,31,5,29,10,11,10,No,3,Bachelor,46-55,Very High Salary,Long-Term,Medium
921,1285,2,3,4,2,1,1,34,19,2,3,No,4,2,135,46,22534,4444,13,3,2,3,3,4,15,2,11,8,5,10,No,3,Bachelor,26-35,Meduim Salary,Long-Term,Medium
